category,image_path,non_empty_pixel_at_1,non_empty_pixel_at_2,non_empty_pixel_at_3,non_empty_pixel_at_4,non_empty_pixel_at_5,non_empty_pixel_at_6,non_empty_pixel_at_7,non_empty_pixel_at_8,non_empty_pixel_at_9
long sleeve,PE17/00083.png,0.3350631136044881,0.9258064516129032,0.3832398316970547,0.635203366058906,1.0,0.8310659186535765,0.37426367461430576,0.7995091164095371,0.7332398316970546
culottes,PE17/00084.png,0.4564259975977579,0.9643667422928066,0.5734685706659549,0.7121313225677299,0.6273855598558655,0.823969037768584,0.8237021219805152,0.03202989456826371,0.8183638062191378
shorts,PE17/00085.png,0.4552873563218391,0.8606896551724138,0.5241379310344828,0.6906896551724138,1.0,0.8163218390804597,0.644367816091954,0.9355172413793104,0.694367816091954
solid colours,PE17/00086.png,0.7502891510525098,0.8864792967846403,0.6988780939162619,0.5962873004857737,1.0,0.5953620171177423,0.49288688410825815,0.9842701827434652,0.4967036780013879
culottes,PE17/00087.png,0.5722560460003382,0.9802553695247759,0.6294605107390495,0.7909267715203788,0.3554456282766785,0.8417047184170472,0.762895315406731,0.0,0.7133857601894131
long sleeve,PE17/00088.png,0.551044474393531,0.94446316262354,0.47158580413297396,0.8082322551662174,1.0,0.7873989218328841,0.6082097933513028,0.9973607367475292,0.7594901168014375
sleeveless,PE17/00089.png,0.6862333298330358,0.7859918093037909,0.6868633833875879,0.8419615667331724,1.0,0.895516118870104,0.8079386747873569,0.8210647905071932,0.8201197101753649
long sleeve,PE17/00090.png,0.46549826432986197,0.9101684870036407,0.3985267970535941,0.9751926170519007,1.0,0.7700448734230801,0.7380408094149522,0.7978155956311913,0.6146812293624587
long sleeve,PE17/00091.png,0.5528139259760013,0.9432708016449778,0.37352825192946876,0.8182919272153681,1.0,0.758210805025069,0.8079263140104783,0.990451242183539,0.5469832685482509
long sleeve,PE17/00092.png,0.4751904570970329,0.9129410585404972,0.39153969526864474,0.7522052927024859,1.0,0.7273957497995188,0.5630513231756215,0.9619085805934242,0.66193865276664
long coat,PE17/00093.png,0.4740962468339857,0.9674572108373628,0.5199171079898688,0.8712103768516386,1.0,0.871747639880267,0.5262875124721774,0.9753626525443242,0.6195410238698288
culottes,PE17/00094.png,0.16250885896527287,0.9725017717930545,0.9151665485471296,0.5303330970942594,0.4308291991495393,0.8895109851169384,0.6834868887313962,0.009496810772501772,0.7025513819985826
short sleeves,PE17/00095.png,0.7975230414746544,0.9068740399385561,0.7474078341013825,0.7958909370199693,1.0,0.8680875576036866,0.7942588325652842,0.9026497695852534,0.7596966205837173
long sleeve,PE17/00096.png,0.5455346650998825,0.9181257344300823,0.4041421856639248,0.7758519388954171,1.0,0.8125146886016451,0.7960928319623972,0.7029377203290247,0.6112808460634548
sleeveless,PE17/00097.png,0.6518853269312244,0.793779127241915,0.41561926281598643,0.8963776302782093,1.0,0.8073012286400226,0.9641999717554017,0.9926564044626465,0.8719460528173987
sleeveless,PE17/00098.png,0.525652841781874,0.9566820276497696,0.6832565284178187,0.9382488479262673,1.0,0.9714285714285714,0.8955453149001537,0.988479262672811,0.9394777265745008
trapeze dress,PE17/00099.png,0.41976500885240625,0.9348140994688556,0.4920328343795268,0.5088524062449702,1.0,0.47135039433446,0.20078866892000644,0.9882504426203123,0.37767584097859325
long sleeve,PE17/00100.png,0.6785186137722626,0.9635440108017745,0.466469491416447,0.8737221114897448,1.0,0.7669259949848903,0.7338134122034334,0.9529994213335048,0.6605156561435093
sleeveless,PE17/00101.png,0.5465499176769945,0.9517287831162999,0.5649977548271217,0.8921194431971262,1.0,0.939642269121389,0.7827046849274061,0.9664346654692412,0.8707903008531657
culottes,PE17/00102.png,0.9546070460704607,0.9974593495934959,0.8306233062330624,0.7986111111111112,0.8263888888888888,0.9154810298102981,0.6244918699186992,0.48763550135501355,0.9395325203252033
culottes,PE17/00103.png,0.7576502732240438,0.9631147540983607,0.8717213114754099,0.8545081967213115,0.6469945355191257,0.9685792349726776,0.901912568306011,0.0680327868852459,0.9386612021857923
long sleeve,PE17/00104.png,0.3706953423934556,0.9497295157672516,0.32312970048819106,0.7718036680300832,1.0,0.7882306372872411,0.5472357830848397,0.9681356379469587,0.4509829792848661
long sleeve,PE17/00105.png,0.5008215576733487,0.8705955380289918,0.2774308978712528,0.8242596852521269,1.0,0.7359331069485522,0.5527805163033556,0.9598714718662139,0.45101690583123377
culottes,PE17/00106.png,0.45435435435435434,0.9542042042042042,0.7997747747747748,0.738063063063063,0.9985735735735736,0.9264264264264265,0.8746246246246246,0.842042042042042,0.9945945945945946
culottes,PE17/00107.png,0.9229925775978407,0.9471997300944669,0.7341430499325237,0.9067982456140351,0.7172739541160594,0.8756747638326585,0.8278508771929824,0.18176450742240216,0.8923751686909581
trapeze dress,PE17/00108.png,0.41674603174603175,0.906984126984127,0.5546825396825397,0.5368253968253969,1.0,0.6580952380952381,0.28015873015873016,0.9878571428571429,0.5303968253968254
trapeze dress,PE17/00109.png,0.459501760793009,0.9438111386461459,0.5328811790791704,0.5485065866701447,1.0,0.5501499934785444,0.26638841789487416,0.9994000260858223,0.4135385418025303
sheath dress,PE17/00110.png,0.7370005473453749,0.9467706622879036,0.6206896551724138,0.683223864258347,1.0,0.6977285166940339,0.7387794198139026,0.983032293377121,0.9455391351943077
short coat,PE17/00111.png,0.356366214938544,0.8761424519382288,0.27020958083832336,0.7881342578001891,1.0,0.7638670028364324,0.6712102111566342,0.41530097699338164,0.5441616766467066
long sleeve,PE17/00112.png,0.4884425651867512,0.9588442565186751,0.5210711768851304,0.5264270613107822,1.0,0.5045102184637068,0.2748414376321353,0.9550387596899225,0.3456659619450317
long sleeve,PE17/00113.png,0.581053781053781,0.9395031395031395,0.5645372645372645,0.7644007644007644,1.0,0.6144144144144145,0.4684957684957685,0.8984711984711985,0.4325962325962326
long sleeve,PE17/00114.png,0.6512140033879165,0.9512140033879164,0.3183512140033879,0.9407679277244495,1.0,0.6728966685488424,0.7119706380575945,0.954488989271598,0.5307735742518351
sleeveless,PE17/00115.png,0.33809609393721546,0.9293673616103523,0.4602803738317757,0.8068236280853103,1.0,0.6332075245626647,0.8908459142104002,0.9992211838006231,0.8002336448598131
long sleeve,PE17/00116.png,0.3589896184619454,0.8784632678701316,0.3466904714673015,0.7604972558354823,1.0,0.7560338557164584,0.44293460292270054,0.9581762877735899,0.41111221318521457
culottes,PE17/00117.png,0.92760126121756,0.9829008003880669,0.5979869027407227,0.9263885520252243,0.5794324520979869,0.7927479990298326,0.8565365025466893,0.054208100897404805,0.8351928207615814
long sleeve,PE17/00118.png,0.3860076575008702,0.9578837452140619,0.5001044204664115,0.8069265576052906,1.0,0.8651235642185868,0.6713539853811347,0.9726766446223459,0.7969369996519318
long sleeve,PE17/00119.png,0.34292976449839196,0.9173669467787114,0.4318912750285299,0.6914617698931425,1.0,0.7118477020437805,0.7070235501608051,0.8697997717605561,0.8004979769685652
culottes,PE17/00120.png,0.9418666666666666,0.9717333333333333,0.936,0.7909333333333334,0.8284444444444444,0.9283555555555556,0.6995555555555556,0.5409777777777778,0.8849777777777778
short coat,PE17/00121.png,0.18916847041847043,0.8991702741702742,0.4083694083694084,0.6322150072150072,1.0,0.8999368686868687,0.533234126984127,0.4069264069264069,0.6902056277056277
solid colours,PE17/00122.png,0.6104454685099846,0.9384024577572965,0.5231950844854071,0.9520737327188941,1.0,0.8410138248847926,0.9410138248847926,0.9986175115207373,0.9013824884792627
short cardigan,PE17/00123.png,0.5455182072829131,0.9062324929971989,0.6112745098039216,0.7341036414565826,1.0,0.7175770308123249,0.48144257703081234,0.9839635854341736,0.5022408963585434
tracksuit,PE17/00124.png,0.7454545454545455,0.9545935545935545,0.6195286195286195,0.958922558922559,0.9753727753727753,0.8818662818662819,0.8221260221260221,0.3928811928811929,0.8862914862914862
trapeze dress,PE17/00125.png,0.6185243328100472,0.9474510451954061,0.6046434768239279,0.49467074279104356,1.0,0.6102619185325953,0.6262083780880774,0.9914897132942245,0.7936875154920268
solid colours,PE17/00126.png,0.6993458274398868,0.9021393210749646,0.7083628005657708,0.4580091937765205,1.0,0.4566831683168317,0.5463224893917963,0.9925742574257426,0.5137022630834512
long sleeve,PE17/00127.png,0.3880042113575048,0.9584786471014016,0.3232545897216556,0.7611041652957821,1.0,0.7445219451207475,0.7053365795880766,0.9796999407777851,0.6435480686977693
sleeveless,PE17/00128.png,0.5025485436893203,0.8033980582524272,0.5689320388349515,0.8109223300970874,1.0,0.8763349514563107,0.9172330097087379,0.9969660194174758,0.7942961165048543
solid colours,PE17/00129.png,0.23559273559273558,0.9430859430859431,0.3404833404833405,0.6996996996996997,1.0,0.8271843271843272,0.515015015015015,0.5266695266695267,0.6407121407121407
culottes,PE17/00130.png,0.36532538499751616,0.9650273224043716,0.4690511674118231,0.6553402881271734,0.973571783407849,0.7219572776949826,0.8062593144560357,0.5774465971187283,0.8463984103328366
solid colours,PE17/00131.png,0.34173998044965787,0.952199413489736,0.2742913000977517,0.523069403714565,0.9298142717497556,0.592375366568915,0.10034213098729228,0.4335288367546432,0.15273704789833822
culottes,PE17/00132.png,0.9167341430499325,0.9406207827260459,0.8603238866396761,0.8156545209176788,0.7500674763832659,0.9923076923076923,0.5920377867746289,0.22685560053981108,0.9291497975708503
solid colours,PE17/00133.png,0.23881180379128394,0.946062145788548,0.3392612859097127,0.6731157579310794,1.0,0.8484789264543027,0.5787245130610383,0.6100579766790437,0.659110155690183
short sleeves,PE17/00134.png,0.6260155574762316,0.9509075194468453,0.5777009507346585,0.7292999135695765,1.0,0.7875540190146931,0.7920484010371651,0.9708729472774417,0.880466724286949
long sleeve,PE17/00135.png,0.42808636043308346,0.9267730155679416,0.5305913255173298,0.7310525978602088,1.0,0.8846178486770453,0.817284899737331,0.763982317893523,0.7326542379396502
trapeze dress,PE17/00136.png,0.654118901626233,0.893761663556385,0.6947214076246334,0.7256198347107438,1.0,0.6942681951479606,0.7066382298053853,0.9898427086110371,0.670434550786457
solid colours,PE17/00137.png,0.6855317884729649,0.9417706476530006,0.6953357100415924,0.98767082590612,1.0,0.9919786096256684,0.7406417112299465,0.6699346405228758,0.7529708853238265
sleeveless,PE17/00138.png,0.602359056377449,0.9082367053178728,0.2685925629748101,0.6943222710915634,1.0,0.5224910035985606,0.7500999600159935,0.9679128348660536,0.6929228308676529
solid colours,PE17/00139.png,0.6813333333333333,0.9348333333333333,0.7306666666666667,0.3924166666666667,1.0,0.48733333333333334,0.45708333333333334,0.9978333333333333,0.5645833333333333
long sleeve,PE17/00140.png,0.41374760868131144,0.8431294940299492,0.3945510917606702,0.8451085163929019,1.0,0.8721881390593047,0.7395276733293753,0.9309321195329507,0.5825911999472261
culottes,PE17/00141.png,0.9088486140724946,0.955863539445629,0.30341151385927506,0.8440298507462687,0.6158848614072495,0.5896588486140725,0.6740938166311301,0.16108742004264393,0.7326226012793177
solid colours,PE17/00142.png,0.61324354657688,0.9160493827160494,0.5041526374859708,0.8869809203142537,1.0,0.8343434343434344,0.8292929292929293,0.7113355780022447,0.7306397306397306
long sleeve,PE17/00143.png,0.2250992250992251,0.9211113211113211,0.09295029295029295,0.5246267246267247,1.0,0.4030996030996031,0.6784728784728785,0.9394065394065394,0.7307125307125307
tracksuit,PE17/00144.png,0.6213235294117647,0.9816176470588235,0.48018790849673204,0.9530228758169934,0.9991830065359477,0.9813112745098039,0.7662377450980392,0.6296977124183006,0.9439338235294118
long sleeve,PE17/00145.png,0.07828798185941042,0.8811791383219955,0.0858843537414966,0.8050453514739229,1.0,0.7660997732426303,0.698469387755102,0.864172335600907,0.7187074829931973
doll dress,PE17/00146.png,0.3092588207435472,0.9183045228510538,0.16712053042860525,0.39847264977504143,1.0,0.3003788775751835,0.7965901018233483,0.9955600284158181,0.7800142079090694
short coat,PE17/00147.png,0.17664995822890558,0.9276942355889725,0.5359649122807018,0.6515455304928989,1.0,0.8447368421052631,0.5614452798663325,0.6924394319131161,0.7491645781119465
short coat,PE17/00148.png,0.4426096709870389,0.9576894317048853,0.43482053838484547,0.8910767696909272,1.0,0.9152542372881356,0.5267323030907278,0.08025922233300099,0.5650548354935194
miniskirt,PE17/00149.png,0.8656443957648777,0.9372033588901059,0.8528660094925156,0.9738347328708774,1.0,0.9965924303273701,0.892904953145917,0.9845442375562857,0.9188268224412802
solid colours,PE17/00150.png,0.5707920792079207,0.9342821782178218,0.48787128712871286,0.75259900990099,1.0,0.9877475247524753,0.5955445544554455,0.8100247524752475,0.8683168316831683
long sleeve,PE17/00151.png,0.050418202023746854,0.8165760074866936,0.2162367666842136,0.667251564601977,1.0,0.6305784640580219,0.7747558051120079,0.7211791542375855,0.6779551968181552
solid colours,PE17/00152.png,0.6100602611315702,0.8094241714094409,0.5108804820890526,0.8222296618680951,1.0,0.8016404419149649,0.8344492802142618,0.9789922999665216,0.8203046534984935
